C3	C2	M2	M3	M4	M5	M6	M7	M8	M9	M10	M12	M14	M15	M16	M17	M18	M19	M20	M21	M23	M24	M25	M26	M27	M28	M29	M30	M31	M33	M35	M36	M37	M38	M39	M40	M41	M43	M44	M45	M46	M47	M48	P2	P3	P4	P5	P6	P7	P8	P9	P10	P12	P14	P15	P16	P17	P18	P19	P20	P21	P23	P24	P25	P26	P27	P28	P29	P30	P31	P33	P35	P36	P37	P38	P39	P40	P41	P43	P44	P45	P46	P47	P48																																																																																				
time	area																																																																																																																																																																						
5.14	11980722.23	4.85	2758224.893	5.13	8755529.551	5.21	10538617.72	5	6627645.886	5.01	3081982.265	5.03	2008537.153	4.9	1858814.72	4.91	1601752.074	5.01	4193033.185	5.13	2948204.582	4.98	4196385.549	5.05	3061034.636	5.23	3485679.147	4.93	5349755.412	4.98	4216139.432	5.12	3069117.295	4.96	4559422.161	5.02	4886872.002	5.04	1352211.281	4.88	3971835.755	5.07	2193742.24	5.44	3036239.496	5	2062948.575	4.9	3785227.854	5.05	2239900.334	4.87	4191113.303	6.72	3790037.202	4.98	6754111.391	4.96	4130575.508	4.95	2868901.462	5.09	2245395.659	5	5295487.796	5.02	5259932.447	5.15	5302813.569	5.06	1179577.956	5.16	3504962.248	5.04	1213961.345	5.1	4323790.197	5.03	5964082.359	5.17	11042135.94	5.11	1746250.146	5.09	8506317.007	4.9	4526620.967	5.11	2181566.658	5.18	6683238.838	4.98	8258825.91	5.04	3459652.099	4.97	5500139.399	5.18	8142693.698	4.97	1455698.141	5.14	2304732.939	4.87	3208818.851	4.99	1176164.803	5.24	2882478.645	5.14	4967617.245	4.94	2329114.522	4.94	1297227.33	4.94	16232370.2	6.74	2689402.105	4.99	5515576.194	4.99	3607757.424	5.05	15749961.87	5.11	1545803.269	4.95	2755982.276	4.96	5246390.901	5.23	4204846.004	5.06	16242723.52	4.95	3114019.048	5.05	1939272.307	4.97	4961573.499	5.16	16912343.6	5.18	17003735.64	4.96	7646218.104	5.1	2765610.087	5.1	3346160.062	4.96	3884827.988	5.15	2649203.232	5.12	5652391.542	4.92	5700499.26	5.15	4447319.74	5.08	2096677.818	5.15	8712108.26	4.89	7116530.52
5.22	6036324.953	4.9	6035241.269	5.22	9115963.711	5.36	1059149.963	5.1	3624805.016	5.04	2161042.295	5.06	1737018.747	4.93	2858190.918	4.93	1209685.332	5.08	5695750.032	5.18	2596626.299	5.01	3239694.615	5.09	1414465.195	5.68	2273718.899	4.96	6023030.443	5.06	1410458.355	5.16	4894872.392	5.02	10895029.83	5.09	2554844.517	5.07	2687100.445	4.98	4951237.07	5.11	1770203.113	6.03	2702836.281	5.04	5168342.172	5.02	10382489.34	5.08	2436337.805	4.88	4996173.327	6.75	517831.846	5.03	2313063.074	5.01	8221847.008	5.01	7347396.239	5.18	9094640.057	5.07	5001774.613	5.06	6756766.826	5.19	4563871.861	5.1	4654659.898	5.2	3425267.578	5.08	4746872.4	5.18	4049235.958	5.15	6586775.944	5.21	6894306.796	5.15	1914222.639	5.19	14819985.87	4.96	1436092.177	5.13	1376703.525	5.24	4692929.134	5.03	3408652.322	5.1	1586508.224	5.04	7147426.295	5.38	2390999.281	4.99	3838510.087	5.18	1862835.397	4.92	2163502.296	5.01	1549580.824	6.17	2904663.168	5.17	9641983.818	4.97	3863568.094	5	5173001.287	5.02	13211174.47	6.82	5608728.978	5.06	8657025.283	5.03	3874883.746	5.12	2911013.604	5.15	1128651.251	4.98	2135398.105	5	3250311.674	5.36	2059009.363	5.07	4864837.453	5	1008744.006	5.07	2377204.8	4.99	2242506.525	5.68	825397.074	5.32	2220767.068	5.05	6196214.045	5.12	5040047.515	5.13	9455184.534	5.03	7339700.778	5.19	4547167.112	5.21	4262778.032	4.99	5954001.416	5.18	7152321.968	5.18	16605581.86	5.21	10128538.59	4.95	8986108.938
5.47	1909544.908	4.96	1577514.931	5.42	1827293.469	5.42	6673241.498	5.17	5183036.301	5.09	2380099.054	5.1	2334236.154	5	4296748.114	4.95	1415923.436	5.14	7754090.106	5.2	1502453.449	5.05	3236807.974	5.12	5069749.366	6.77	4608436.622	5.04	9521609.231	5.08	1968283.196	5.25	3707741.435	5.1	8941402.024	5.14	10983467.77	5.11	4576340.893	5.03	1840608.637	5.13	3847209.44	6.1	1528226.446	5.11	3265762.693	5.06	9622059.872	5.12	3289957.704	4.94	7990701.214	6.79	2438530.889	5.05	5960693.45	5.09	7662861.12	5.12	9313202.069	5.22	4691718.522	5.13	2492274.242	5.1	1523064.572	5.23	2909549.115	5.19	5315987.151	5.36	1846753.989	5.13	1303749.582	5.24	2907032.062	5.19	3000093.261	5.49	3874008.299	5.19	2395349.751	5.24	6218773.619	5.01	3975379.448	5.18	4897418.733	5.32	1632475.952	5.12	4845064.444	5.14	3657652.294	5.07	5052486.324	5.45	1891032.816	5.05	3088112.75	5.21	6869547.835	5.06	1247499.999	5.13	4589706.783	6.7	4781232.165	5.22	6119892.421	5.02	4350289.929	5.05	2315400.928	5.1	11867522.16	7.4	3465987.494	5.1	7925833.87	5.1	6243655.987	5.19	10235506.58	5.19	2440835.941	5.02	3979449.735	5.04	1414318.176	5.41	1416529.121	5.13	27669636.58	5.05	2037468.385	5.12	6294065.695	5.03	4722983.259	5.77	2092046.67	5.38	2105172.835	5.08	3993969.169	5.18	8145019.485	5.24	2181977.675	5.1	2136398.368	6.02	5082407.409	5.26	2694008.898	5.05	5319092.055	5.45	2727634.917	5.22	5517059.509	5.37	4333387.598	4.99	6101877.831
5.52	3940177.374	4.98	4452103.345	5.46	3466509.248	5.54	2588028.205	5.24	1160369.103	5.14	2085272.581	5.13	2899017.671	5.03	1496953.028	4.98	1202944.702	5.18	3308888.849	5.23	1490375.865	5.08	1819038.544	5.22	4184525.106	6.81	3015033.527	5.1	3206114.715	5.11	1827590.899	5.37	1136556.624	5.17	8047509.749	5.4	1746973.807	5.16	3527356.617	5.11	5611072.992	5.15	5731136.039	6.13	4349998.419	5.19	4523833.215	5.12	6901076.413	5.21	18228969.68	4.96	4191238.933	6.84	2909491.625	5.13	5334140.861	5.13	3573606.917	5.19	3159895.395	6.09	5784611.394	5.14	4037126.496	5.18	9140703.975	5.29	2390850.166	5.23	3556091.879	5.44	2630374.89	5.16	6825042.42	5.35	3318175.795	5.28	1627536.544	5.83	1823875.943	5.25	2670269.102	5.29	4697362.446	5.1	1922163.34	5.23	3007720.348	5.63	1478397.565	5.16	8320116.008	5.21	4866635.314	5.12	8651061.805	5.57	2892659.709	5.11	5165752.948	5.41	2010179.176	5.11	2724291.347	5.18	3644994.694	6.77	4679878.941	5.26	5350599.183	5.05	6635371.122	5.12	1432895.817	5.13	4711943.533	7.45	1847469.348	5.15	10400661.92	5.13	3912626.94	5.24	5756481.992	5.44	1533455.838	5.08	3203996.013	5.08	3553506.619	5.47	3347616.194	5.27	8624581.979	5.14	5108096.063	5.18	3749332.549	5.09	5434167.624	6.07	1751090.273	5.41	2457704.094	5.13	4025824.419	5.49	3585590.924	6.69	1707766.375	5.14	2462801.306	6.12	2281467.689	5.32	1961206.394	5.13	8283137.767	5.48	5193174.421	5.48	5215725.245	5.49	2862218.519	5.03	4000866.948
5.62	2658768.823	5.06	6004218.189	5.5	1683693.851	5.75	2889215.066	5.33	1751901.526	5.16	1697088.21	5.19	7943161.758	5.07	2575748.806	5	1638882.395	5.21	3379053.548	5.47	1476998.179	5.1	1320401.21	5.28	1414367.15	6.95	3799521.63	5.13	6516832.048	5.16	2034028.911	5.45	3173107.296	5.21	6287731.71	5.48	2769946.283	5.2	1940368.861	5.14	3131567.736	5.22	5095582.941	6.69	3238945.534	5.24	1144404.726	5.16	6201002.15	5.42	2315831.904	5	6385042.957	6.89	745595.632	5.18	1447028.413	5.19	4453266.662	5.23	4200284.028	6.76	4520569.646	5.32	1089421.719	5.24	3393707.751	5.36	2375523.687	5.76	1800291.674	6.08	9052939.444	5.25	2023110.103	5.61	3682319.573	5.33	1684955.68	5.86	1138063.669	5.34	3587358.551	5.35	4596079.215	5.12	2807153.766	5.37	4884945.002	5.96	2414243.377	5.24	4428891.432	5.23	1383423.999	5.21	2277967.128	5.72	3162116.353	5.18	3868935.83	5.47	2876674.893	5.16	2038825.035	5.25	2368248.886	6.86	2359636.834	5.34	7847718.499	5.14	4700783.797	5.13	2778176.395	5.18	7763294.745	7.51	1048764.828	5.25	2073415.103	5.18	7360903.411	5.33	5757712.861	5.49	1529722.538	5.11	3040285.783	5.15	6546419.607	5.69	1424435.902	5.35	7925379.837	5.19	2823752.291	5.2	4004678.845	5.12	8349669.226	6.13	875074.226	5.47	3085510.843	5.16	2446452.456	5.64	609109.639	6.75	7867471.029	5.16	8778255.793	6.18	2413461.984	5.37	2043041.893	5.19	6730716.793	5.76	2335112.592	5.8	5229544.478	5.98	4347251.438	5.1	7660058.324
5.65	2334337.959	5.15	8782875.313	5.52	1521562.691	5.92	4354283.73	5.36	2320906.467	5.18	1512891.264	5.25	2124778.471	5.09	1197728.061	5.05	2626939.657	5.43	2950256.824	5.72	2179242.554	5.13	2590138.782	5.39	1366871.411	8.12	17539674.12	5.18	7116269.032	5.21	2962405.16	5.64	1928384.208	5.29	4158130.14	6.67	1304594.911	5.25	4153877.662	5.18	3733205.487	5.24	4503917.484	6.8	9630305.333	5.27	1426073.027	5.23	7876012.151	5.7	1256970.079	5.08	7566475.176	6.92	1675031.078	5.22	3344619.378	5.23	3885016.806	5.25	1701750.736	6.82	6124549.142	5.42	1548740.215	5.35	1666660.096	5.45	3218272.446	6.27	1586552.267	6.25	3134453.607	5.33	2401339.405	5.76	2151687.99	5.37	2759766.975	5.88	2088308.757	5.44	914308.167	5.48	6543467.846	5.18	4652883.609	6.7	2767871.827	6.03	2010429.297	5.43	2190530	5.25	1951617.669	5.3	2841828.461	5.78	2931427.292	5.22	4170557.425	6.68	2631049.971	5.19	2954967.775	6.69	1334974.049	6.9	3587171.179	5.42	2526783.187	5.2	2670709.17	5.21	3970745.133	5.23	9553633.215	7.57	4021733.999	5.28	5333312.837	5.26	7430551.04	5.41	2814040.861	5.57	4092295.825	5.16	3591236.78	5.18	3385751.675	5.87	1321050.67	5.39	1983268.359	5.24	1485894.716	5.25	1752021.396	5.21	14231879.41	6.62	1802966.925	6.8	9673452.852	5.24	4721880.096	5.76	1253402.47	6.85	7715523.516	5.35	1888312.721	6.23	2562995.571	5.39	3967907.309	5.49	1826839.215	5.83	2416547.462	5.89	1463746.34	6.07	2256616.388	5.14	4312965.493
5.88	2156613.907	5.29	4067397.174	5.59	2409378.074	6.71	4071595.447	5.4	1380481.021	5.22	2052770.987	5.27	1714365.669	5.14	3308793.287	5.1	1351723.082	5.45	1775457.659	5.74	1431146.738	5.16	1993370.519	6.74	7684495.461	8.17	4775903.3	5.27	4893977.668	5.28	3004683.063	5.69	2023530.537	5.31	1265346.568	6.71	1056211.828	5.3	3190471.646	5.22	2336025.113	5.31	10058812.52	6.86	1716088.925	5.3	4838594.015	5.3	1726951.511	5.74	1935554.937	5.14	10866878.29	6.93	2565556.24	5.3	2121104.198	5.29	8827940.203	5.29	1401079.792	7.37	5512881.725	5.48	2507331.652	5.46	2977089.825	5.75	3094964.561	6.62	4408564.703	6.73	9154385.664	5.42	2032479.464	5.8	1859356.899	5.49	2500909.659	5.92	1717971.682	5.59	1152650.401	5.52	3008031.367	5.24	3822431.911	6.71	1326574.6	6.1	3429152.517	5.5	1230293.923	5.3	2364583.539	5.32	2915220.529	5.89	1105698.795	5.42	3046935.436	6.72	1870232.333	5.23	1032640.742	6.73	945401.145	7.33	2937263.988	5.46	3905679.063	5.32	1802997.318	5.23	2236194.542	5.29	4652804.178	8.14	24273514.28	5.33	6561155.613	5.31	1982952.504	5.44	2634273.32	5.75	2009820.433	5.19	3014428.368	5.24	4740195.326	6.75	7142094.736	5.42	3463119.179	5.27	1377499.417	5.29	3303540.472	5.28	5485103.689	6.73	4920966.362	6.89	2644550.314	5.28	3561381.064	5.97	4908920.773	7.23	2945856.492	5.42	2460900.381	6.31	2536904.697	5.5	4160324.187	5.76	2041467.208	5.89	4800463.892	5.93	3294087.057	6.17	5116180.897	5.2	13902028.88
5.93	2192504.422	5.37	2671728.191	5.63	1435058.548	6.79	4230024.189	5.44	1053178.444	5.25	3039986.078	5.31	2463616.731	5.16	2234768.552	5.15	1792850.315	6.53	1938137.973	5.78	3366249.841	5.19	1386658.772	6.89	3580600.543	8.76	2843718.598	5.32	15223763.36	5.32	2713376.606	5.78	2522364.704	5.34	4420536.948	6.76	2329217.343	5.37	5001603.169	5.24	2586222.897	5.39	4926086.029	6.91	3196071.477	5.35	1961598.955	5.34	2518363.12	5.82	1849875.089	5.18	8432912.919	7.26	3202431.758	5.36	1838044.653	5.37	5615642.618	5.33	2205556.933	7.47	5104130.43	5.51	1294925.572	5.55	2344192.629	6.76	3441176.566	6.72	7888677.475	6.77	1905304.357	5.47	3137268.848	5.97	4845589.716	5.52	1625298.725	6.76	34515356.57	5.95	1588689.627	5.58	7978832.152	5.44	1482610.759	6.77	1631029.888	6.17	2472190.256	5.57	1980499.209	5.33	1570330.307	5.43	1066943.146	5.92	641151.308	5.51	1355862.057	6.76	5220806.377	5.25	1157828.964	6.81	3435652.108	7.39	2942955.839	5.5	4419038.43	5.37	4604279.671	5.31	2209358.544	5.33	3728078.66	8.42	2123584	5.42	2646452.333	5.36	3773887.171	5.48	1246102.775	5.99	1899356.928	5.25	1775116.791	5.28	3543310.146	6.76	1629028.597	5.47	1471517.862	5.36	2631941.763	5.34	2696576.216	5.3	6570276.043	6.78	11586646.81	6.93	1990676.772	5.33	3710615.24	6.03	4740687.765	7.46	34068201.35	5.87	1428738.746	6.69	1468059.156	5.53	1874212.497	5.79	1239281.568	6.73	51669409.13	6.23	3187502.856	6.21	2027659.364	5.28	9278668.324
6.13	1208338.335	5.42	1063584.978	5.65	1708670.007	6.83	4995392.704	6.73	3227866.469	5.44	2013597.813	5.36	1895847.092	5.18	2499825.771	5.17	842443.579	6.59	817746.714	5.89	2891136.726	5.23	2547668.126	8.05	7987627.534	8.83	8285025.105	5.46	7739788.699	5.34	1038421.821	6.02	2093966.405	5.38	6835439.199	6.8	3194198.069	5.41	2884527.304	5.27	2393095.155	5.44	6820940.127	7.36	6553831.086	5.37	1982083.975	5.38	2172265.849	5.89	1401295.588	5.24	4073526.947	7.41	3404001.889	5.41	2234528.61	5.4	3941335.014	5.39	1914056.326	7.53	5554994.001	5.55	1102057.928	5.65	3733139.863	6.8	1280183.554	6.84	2823088.543	6.83	5519322.002	5.52	2750850.17	6.77	1810146.923	5.6	3221846.187	6.82	26990382.92	5.97	774863.632	5.64	5014686.153	5.48	1652863.303	6.84	3079365.354	6.2	633610.039	5.63	1974398.303	5.37	2450539.118	5.45	3063642.235	5.95	2177106.789	5.92	995562.729	6.86	2388845.069	5.31	4043068.598	6.93	2565541.462	7.46	3917838.119	5.56	4290056.407	5.48	1621681.098	5.43	2515780.399	5.36	2440094.098	8.46	2893541.889	5.45	2427872.43	5.43	2323667.754	5.55	9633207.483	6.7	2007759.47	5.31	6102402.843	5.34	1492349.513	6.78	2311623.466	5.52	6217550.423	5.44	3045002.357	5.37	1497962.075	5.37	1216572.705	6.95	2380318.923	6.96	1829298.811	5.37	1282406.975	6.17	2353228.009	7.5	16380771.46	5.9	827016.773	6.72	3353265.085	5.59	3265606.517	6.02	4077549.689	6.88	14186913.81	6.76	46072389.12	6.26	1641073.253	5.39	10515225.63
6.19	1966178.555	5.44	2061959.862	5.72	4312027.962	6.89	1934445.91	6.76	1034900.503	6.74	3602056.119	5.41	3745565.159	5.21	2882528.72	5.23	3255184.933	6.66	3407984.134	5.92	1369109.069	5.28	2448229.482	8.16	9716310.089	10.19	3155736.017	5.52	2215285.957	5.37	1896493.178	6.09	655605.875	5.44	5215747.581	6.87	1971733.692	5.45	1600583.415	5.3	1125997.016	5.51	3177403.82	7.5	22290386.12	5.43	4909018.726	5.42	1603181.317	5.98	5099195.081	5.28	5482670.225	7.44	1632027.376	5.45	1878877.609	5.49	12612004.76	5.45	2595133.238	7.61	2837478.842	5.58	2061113.514	5.74	2368971.381	6.83	2518099.561	6.9	3470044.602	6.92	3480420.615	5.58	1970298.587	6.82	6055690.527	5.63	2303204.298	7.36	33495951.21	6.04	3477558.487	5.69	18938741.76	5.73	1319420.398	6.87	3955153.999	6.24	1608841.031	6.1	1450705.041	5.44	2863489.139	5.5	2659433.356	6.01	643642.74	6.01	1623628.485	6.97	2722223.198	5.33	1312340.032	7.37	2622803.354	7.53	7540448.444	5.61	7275437.426	5.51	1868950.621	5.48	843543.013	5.4	4295312.963	8.75	4885406.91	5.49	2121129.946	5.47	5515454.23	5.64	5937994.719	6.76	3402241.122	5.39	9770332.261	5.36	2222907.607	6.83	1462525.037	5.58	7626198.935	5.5	2393241.031	5.42	2213361.25	5.4	7924067.022	7.37	14986041.3	7.33	4925392.821	5.42	2982127.444	6.74	2585414.602	7.57	12463983.35	5.94	2505952.519	6.85	7480693.131	5.65	6079975.889	6.07	1093390.281	7.25	11135727.25	6.86	21867725.54	6.28	1858864.576	5.43	5651522.428
6.28	2065107.97	5.49	1861977.607	5.8	3179169.957	6.98	2627198.542	6.81	1535534.68	6.76	1428288.003	5.5	1437532.006	5.27	6681182.981	5.26	879894.572	6.69	1275183.739	6.01	3216621.027	5.3	1578626.371	8.22	1421525.881	11.18	1550062.973	5.58	5534339.323	5.4	2357825.261	6.16	2203057.797	5.5	3485291.883	6.96	1304059.716	5.49	3542629.278	5.33	3557771.407	5.58	9489612.347	7.59	8541723.262	5.5	9512071.571	5.44	2272549.878	6.04	6044206.325	5.32	6455879.286	7.53	8245006.292	5.49	2096711.781	5.58	9054285.926	6.13	4266932.181	8.14	49368984.93	5.63	2299951.38	6.22	2475947.364	6.94	2069195.192	7.32	3740255.209	7.37	7287269.582	5.65	2605980.34	7.29	1922567.655	6.74	4444279.465	7.46	16622966.29	6.24	5000325.081	5.82	5083380.69	5.78	2091979.589	7.37	7428312.709	6.29	3396628.613	6.22	2881952.254	5.47	5007691.39	5.54	1090244.319	6.12	3253862.948	6.08	2061889.912	7.35	4408112.977	5.36	1950789.477	7.41	2070046.833	8.12	39193651.42	5.68	4792077.318	5.53	2461388.005	5.49	1541248.86	5.46	3632575.813	8.82	12472895.45	5.56	5235462.527	5.55	4978910.486	5.74	8978618.885	6.83	1253070.07	5.43	6053146.857	5.42	2345953.144	6.85	1360660.165	5.61	1620830.547	5.55	807683.899	5.49	3760400.437	5.47	1608509.639	7.53	35936859.36	7.45	31760643.94	5.45	1785349.833	6.79	3069601.583	8.12	139992506.9	6.14	1197110.673	6.92	2413637.347	5.74	4501658.344	6.14	3098404.802	7.32	12897373.94	7.37	35986591.8	6.59	1391933.679	5.47	1996173.262
6.34	3297234.507	5.63	2664034.933	5.83	1246618.458	7.37	8090734.975	6.84	5306892.664	6.82	2617345.764	5.52	1232046.805	5.32	2330966.075	5.46	2472095.753	6.74	3074484.203	6.05	2390118.274	5.34	1847557.851	8.76	2694588.104	11.35	5274937.412	5.63	1011655.994	5.46	4412832.71	6.18	2818896.274	5.54	4950635.202	7.52	23219835.17	5.54	2200107.712	5.41	2169590.754	5.63	6336886.634	8.13	96148056.12	5.53	9112119.211	5.47	3742550.56	6.74	980065.671	5.37	4589306.403	8.12	30846256.66	5.64	4483215.21	5.62	5225847.903	6.28	1010965.349	8.47	6484560.002	5.65	1054577.693	6.69	831467.59	7.22	2077792.552	7.43	4320512.401	7.45	6786333.266	5.68	1898530.031	7.34	4431030.916	6.79	2080435.097	7.5	17111455.88	6.7	3283806.36	5.88	2776731.921	5.87	2710260.521	7.46	7628759.211	6.78	6672835.934	6.79	8124291.761	5.58	5627680.699	5.62	2309240.315	6.2	1672098.631	6.15	2105813.383	7.42	5148581.243	5.43	3483709.437	7.5	3267309.352	8.45	6932387.493	5.74	6292311.539	5.59	1141924.04	5.56	2269963.771	5.49	2248279.425	11.17	1660904.839	5.59	1600277.424	5.62	4478294.728	5.8	8178835.208	6.87	2957927.349	5.48	6127124.267	5.45	1954667.868	6.88	4436176.843	5.64	9460142.85	5.71	1468412.956	5.53	1149787.068	5.53	12568000.98	8.14	107151092.8	7.68	1255516.871	5.49	1016135.052	6.85	2624358.707	8.47	26604920.46	6.71	3219773.905	7.36	5420605.845	5.77	1317529.554	6.21	1750042.621	7.36	10759028.62	7.43	6974101.326	6.65	877328.609	5.51	6817943.391
6.41	4353061.87	5.7	5031217.453	5.89	5785250.304	7.46	12415628.59	7.26	7309267.985	6.85	2942932.503	5.57	1023128.955	5.35	1118006.956	6.17	4655399.379	6.79	4421561.483	6.13	2679548.679	5.38	1325789.644	8.81	3411974.454	11.67	10889131.39	5.73	6995598.519	5.52	1303426.626	6.3	2911304.798	5.59	2727240.461	8.14	52254343.73	5.57	3927387.211	5.48	7431979.466	5.68	3038713.192	8.48	21742469.13	5.62	3565547.786	5.52	3125255.337	6.79	3339672.474	5.42	7227535.672	8.24	1090658.848	5.68	1473792.818	5.65	1417385.762	6.35	1709184.31	8.83	21461832.72	5.72	2524999.799	6.73	1139542.724	7.25	779612.34	7.47	6000786.334	7.51	6085817.064	5.73	4942042.713	7.41	927260.761	6.82	1181478.45	7.62	11079641.67	6.74	1194992.709	5.97	12241651.63	5.92	2305164.471	7.54	11218585.43	6.85	2661571.385	6.87	4485806.039	5.63	4381912.462	5.65	1091569.752	6.28	1769492.659	6.23	2051483.642	7.48	5438151.021	5.47	1684287.599	7.52	5376883.684	8.52	950367.196	5.78	8254294.521	5.61	1414272.881	6.17	3020952.855	5.56	7975736.815	11.35	6128441.01	5.68	4135193.937	5.69	1884423.499	5.86	6003148.416	6.94	1630869.101	5.54	1289866.677	5.48	1107780.464	7.3	1650344.978	5.73	7323912.765	5.83	978446.996	5.65	4854641.086	5.62	5023768.417	8.47	23803951.95	7.93	2010295.67	5.53	1818086.89	6.88	1357564.369	8.83	69663427.79	6.81	2612387.376	7.5	17615778.63	5.82	2762261.915	6.71	9613192.534	7.46	13762956.8	7.52	31699775.85	6.8	30542899.9	5.57	1578099.176
6.75	32830769.98	5.76	2243424.108	5.93	2812263.791	7.52	15642330.93	7.36	9737177.225	6.96	1971287.224	5.6	796318.89	5.37	1344862.735	6.24	1858313.56	6.88	3505319.946	6.22	5848553.128	5.41	1348922.328	8.87	1106723.136	11.99	1783810.102	5.8	5187504.133	5.66	2392428.608	6.38	1153661.539	5.63	3796744.316	8.48	9829485.188	5.64	1916742.589	5.53	3831427.822	5.72	6556441.101	8.81	44724101.47	5.66	4465579.234	5.64	3190358.857	6.84	3543072.115	5.46	3135116.258	8.42	1672135.716	5.7	1139322.285	5.69	5888644.818	6.7	1670896.803	8.89	9973736.306	5.85	1905101.203	6.77	1492057.751	7.36	9918831.623	7.57	1842589.937	7.6	5536155.972	5.78	2156386.227	7.45	3716646.967	6.84	1276476.123	8.07	144565065.9	6.77	4262786.524	6.04	3758167.846	6.14	1713552.951	8.15	65488228.09	6.87	1708388.447	6.91	2068209.374	5.68	3701282.403	5.71	2805159.756	6.39	1588606.347	6.27	1527231.406	7.54	6887997.18	5.51	1142437.313	8.13	36626194.65	8.54	852691.263	5.84	4221678.594	5.69	2294623.644	6.22	1307983.339	5.65	2545283.873	11.66	11133963.45	5.71	1287644.154	5.72	3142614.059	5.93	5287731.374	7.42	2892780.914	5.58	2908715.342	5.51	1838832.127	7.36	2810323.089	5.78	7322580.136	5.98	4486590.274	5.75	5628851.888	5.7	2226432.736	8.77	29223849.69	8.15	88667482.56	5.57	3147665.774	6.92	2879784.835	8.9	22882781.07	6.85	853840.248	7.58	5503445.269	5.86	3832255.293	6.77	1965216.843	7.52	17278975.18	7.6	17534365.39	6.9	11955267.11	5.58	4394750.114
6.82	23415362.88	5.84	1908471.285	6.18	4284589.581	7.95	2245534.437	7.43	13514139.37	7.43	12063165	5.65	3367754.943	5.45	2881970.243	6.73	3110763.39	6.92	998587.072	6.76	3067436.97	5.48	2702182.149	10.18	2179693.208	12.96	2859627.4	5.9	9093035.671	5.7	3767876.102	6.59	1971272.347	5.68	4961302.839	8.53	861314.089	5.68	1287783.158	5.57	1375902.007	5.79	6663974.662	8.89	8072020.046	5.72	4854910.106	5.96	1366681.701	6.97	3159987.619	5.5	3244536.43	8.47	2950040.407	5.73	5921318.693	5.73	8405918.89	6.76	3403781.544	9.67	1690365.587	5.99	1743787.397	6.82	4213637.124	7.42	5116994.361	7.62	2004273.551	8.14	66451626.16	5.85	3281764.433	7.5	1712492.509	6.88	6881526.376	8.47	38577879.57	6.87	877188.741	6.08	3341619.021	6.77	14472363.72	8.47	12198321.45	6.91	3004291.719	6.97	1367132.542	5.74	3353100.044	5.75	2311123.386	6.75	8205531.576	6.8	15598824.9	7.63	1370042.119	5.55	4359977.813	8.39	994317.39	8.77	15537976.68	5.88	6093181.88	5.71	1759702.588	6.65	1872248.214	5.66	3487911.502	11.99	2164644.881	5.75	1607976.436	5.98	1316908.696	5.99	7445054.137	7.45	1357038.857	5.61	2097235.024	5.54	2199327.3	7.42	3540455.704	5.84	5124792.307	6.08	2368146.799	5.87	1606438.336	5.74	3812061.877	8.83	22509228.43	8.49	17880910.44	5.61	3414869.334	7.32	50429808.48	9.71	8015485.146	6.91	1572932.385	8.14	78077659.38	6.02	2356540.414	6.82	5170678.058	8.14	151934710.8	8.13	154523523.6	7.45	33680386.35	5.63	8204819.768
7.16	3010656.052	5.9	3328710.658	6.24	2401226.834	8.15	96957828.97	7.97	1791851.255	7.49	6997455.386	5.76	1508163.055	5.51	2475076.096	6.78	1869040.132	6.94	2014557.018	6.8	3535012.048	5.52	1266298.098	11.18	1638183.88	14.47	249916583.4	5.94	11318643.12	5.82	2903847.211	6.7	5450076.023	5.71	3760795.951	8.67	1828112.803	5.7	1566711.654	5.65	8232263.377	5.88	9132856.501	8.97	6760768.844	5.8	4494635.37	6.1	897918.714	7.31	2436371.325	5.54	7020120.344	8.77	8220313.745	5.89	4794565.537	5.81	5947159.89	6.81	2148141.972	9.71	2993112.927	6.04	3180345.748	6.96	1572638.326	7.52	14905450.3	8.14	51480978.01	8.48	12727182.91	5.88	1319334.959	7.55	1927513.907	7.27	4876157.521	8.78	24790727.12	6.92	3289744.657	6.15	5084994.121	6.83	4562298.942	8.55	1618798.258	7.46	15602563	7.24	1858807.103	5.8	1094606.921	5.76	5811384.61	6.81	1585206.277	6.93	1120352.184	7.68	2339267.959	5.61	3157161.813	8.42	918673.451	8.81	15685243.37	5.94	4372216.173	5.73	1337253.311	6.72	2399144.775	5.75	5061547.849	12.96	2607579.648	5.83	2727435.572	6.15	2077871.158	6.08	4983592.717	7.5	2449172.122	5.64	2598208.616	5.67	1212631.469	7.47	3447254.295	5.92	8613365.726	6.16	3923937.163	5.9	1885040.112	5.81	8765306.227	8.9	11250464.56	8.77	31261272.97	5.68	2935269.71	7.46	10260750.25	9.77	8404613.918	7.37	7163780.817	8.45	10487536.23	6.08	1439178.521	6.91	2619589.935	8.48	41034624.36	8.48	45144882.72	7.52	18741995.3	5.71	5297421.412
